gameid,time,roundNum,sender,contents,tangram
3682-d,1438804200698,4,matcher,"you are good with descriptions tooo grrrrr",0
3682-d,1438804208729,4,matcher,"k",0
3682-d,1438804210573,4,director,"heisman running pose 2",A
3682-d,1438804220269,4,matcher,"k",0
3682-d,1438804225785,4,director,"slumped bunny 3",E
3682-d,1438804237192,4,matcher,"k",E
3682-d,1438804245392,4,director,"stabbed in the neck with a triangle 4",B
3682-d,1438804253734,4,matcher,"k",B
3682-d,1438804269412,4,director,"hexagonal body with triangle bottom right 5",H
3682-d,1438804278719,4,director,"flat right side, arm/feet pointing left 6",D
3682-d,1438804294500,4,matcher,"k",D
3682-d,1438804297762,4,director,"slumped body 7",F
3682-d,1438804307629,4,matcher,"k",F
3682-d,1438804330852,4,director,"ballerina / person with tail, foot pointing left 8",I
3682-d,1438804339766,4,matcher,"k",I
3682-d,1438804340472,4,director,"two hands raised, leaning left 9",C
3682-d,1438804348365,4,matcher,"k",C
3682-d,1438804354476,4,director,"the not > kneeling, arms to the right",K
3682-d,1438804369707,4,matcher,"k",K
3682-d,1438804371905,4,director,"backwards L 11",G
3682-d,1438804374721,4,director,"flat left 12",G
3682-d,1438804379083,4,matcher,"k",G
3682-d,1438804386364,5,matcher,"grrrrrrrrrrrrrrr",0
3682-d,1438804394529,5,director,"maybe right and left mixed up? xD",0
3682-d,1438804414705,5,matcher,"lol.~~~~~~~~~~~~no, i think this HIT is messed up ha",0
3682-d,1438804434780,5,director,"stabbed in the neck 1, backwards L 2, ballerina/tail 3, running 4, bunny 5, slumped body 6",0
3682-d,1438804434780,5,director,"stabbed in the neck 1",B
3682-d,1438804434780,5,director,"backwards L 2",G
3682-d,1438804434780,5,director,"ballerina/tail 3",I
3682-d,1438804434780,5,director,"running 4",A
3682-d,1438804434780,5,director,"bunny 5",E
3682-d,1438804434780,5,director,"slumped body 6",F
3682-d,1438804469705,5,matcher,"k",F
3682-d,1438804512997,5,director,"arm/foot to the left, flat right back 7, two arms raised leaning left 8, the not > kneeling at 9, the > at 10",0
3682-d,1438804512997,5,director,"arm/foot to the left, flat right back 7",D
3682-d,1438804512997,5,director,"two arms raised leaning left 8",C
3682-d,1438804512997,5,director,"the not > kneeling at 9",K
3682-d,1438804512997,5,director,"the > at 10",L
3682-d,1438804545026,5,director,"flat leftside, foot/arm right 11, hexagonal body with a triangle bottom right 12",0
3682-d,1438804545026,5,director,"flat leftside, foot/arm right 11",J
3682-d,1438804545026,5,director,"hexagonal body with a triangle bottom right 12",H
3682-d,1438804607045,5,matcher,"k",0
3682-d,1438804614186,6,director,"O.o",0
3682-d,1438804619321,6,matcher,"9?!!?  yeah ok",0
3682-d,1438804629860,6,matcher,"this is ridiculous",0
3682-d,1438804656042,6,director,"bunny ears 1, two arms raised leaning left 2,  foot to the left with the tail or ballerina 3, running pose 4",0
3682-d,1438804656042,6,director,"bunny ears 1",E
3682-d,1438804656042,6,director,"two arms raised leaning left 2",C
3682-d,1438804656042,6,director,"foot to the left with the tail or ballerina 3",I
3682-d,1438804656042,6,director,"running pose 4",A
3682-d,1438804679515,6,matcher,"k",0
3682-d,1438804699921,6,director,"the not > kneeling 5, the > kneeling 6",0
3682-d,1438804699921,6,director,"the not > kneeling 5",K
3682-d,1438804699921,6,director,"the > kneeling 6",L
3682-d,1438804719219,6,matcher,"k",0
3682-d,1438804730817,6,director,"flat rightside 7, flat leftside 8, stabbed in the neck with a triangle 9",0
3682-d,1438804730817,6,director,"flat rightside 7",D
3682-d,1438804730817,6,director,"flat leftside 8",J
3682-d,1438804730817,6,director,"stabbed in the neck with a triangle 9",B
3682-d,1438804750926,6,director,"hexagonal body with bottom right triangle 10, slumped body 11, backwards L 12",0
3682-d,1438804750926,6,director,"hexagonal body with bottom right triangle 10",10
3682-d,1438804750926,6,director,"slumped body 11",F
3682-d,1438804750926,6,director,"backwards L 12",G
3682-d,1438804751568,6,matcher,"k",0
3682-d,1438804761725,6,matcher,"k",0
