gameid, time, roundNum, sender, contents
3423-d,1438806677851,2,director,"6 is one of the kneelers pointing toward the right. This one has the extra part on the back~~~ "
3423-d,1438806728103,2,matcher,"is the extra part near the feet?"
3423-d,1438806738653,2,director,"yes. Where the feet would be~~~"
3423-d,1438806744653,2,matcher,"great, got it"
3423-d,1438806776230,2,director,"I could say that 7 is a student in cap and gown. Not pointing in any direction and basically just standing there~~~"
3423-d,1438806791913,2,matcher,"awesome idea for that one"
3423-d,1438806793502,2,matcher,"got it"
3423-d,1438806803760,2,director,"8 is the flying nun"
3423-d,1438806867064,2,matcher,"go it"
3423-d,1438806878142,2,director,"9 is the runway model, "
3423-d,1438806923705,2,matcher,"arms outstreched?"
3423-d,1438806930477,2,director,"Yes."
3423-d,1438806933140,2,matcher,"got it"
3423-d,1438806961215,2,director,"10 is the sad person sitting on the bed. Legs pointing toward the left~~~"
3423-d,1438806987580,2,matcher,"got it"
3423-d,1438807046171,2,director,"11 is the person with large nose and leg pointing to the left. looks like the Ziggy cartoon~~~ Has a square on the upper backside~~~"
3423-d,1438807064845,2,matcher,"good and 12 is the boxy one"
3423-d,1438807091549,2,director,"yes, 12 looks similar to 6, just above it."
3423-d,1438807127681,2,matcher,"ok submitting"
3423-d,1438807138903,3,matcher,"what???"
3423-d,1438807145287,3,matcher,"they have to be messing with us"
3423-d,1438807164525,3,director,"I'm wondering if we have some mixed up. I don't think so~~~"
3423-d,1438807174227,3,matcher,"I didn't think so either"
3423-d,1438807196025,3,matcher,"they seem distinctive now"
3423-d,1438807227327,3,director,"For this time, 1 was 12 on the last one. To make sure, I'll say that it could be someone reading a book while on their knees~~~ "
3423-d,1438807246868,3,director,"knees and book pointing toward the right."
3423-d,1438807263651,3,matcher,"no extra part by the feet, right?"
3423-d,1438807273532,3,director,"right"
3423-d,1438807279027,3,matcher,"ok "
3423-d,1438807317234,3,director,"2 is runway model. I say that because it looks like a model showing off a cape or wrap~~~ Arms outstretched~~~"
3423-d,1438807324168,3,matcher,"good"
3423-d,1438807329212,3,matcher,"keep em comin"
3423-d,1438807331572,3,director,"3 is rabbit ears"
3423-d,1438807336901,3,matcher,"got it"
3423-d,1438807352214,3,director,"4 is sad person on bed, legs pointing to the left"
3423-d,1438807360083,3,matcher,"got it"
3423-d,1438807377773,3,director,"5 is the lecturer. arm stretched toward the left~~~"
3423-d,1438807391295,3,director,"6 is student in cap and gown."
3423-d,1438807392425,3,matcher,"good"
3423-d,1438807398613,3,matcher,"ok"
3423-d,1438807415768,3,matcher,"wait"
3423-d,1438807465911,3,matcher,"on 6 is it mostly like a box with a dimond on it or more natural looking?"
3423-d,1438807493232,3,matcher,"with slopes for the shoulders?"
3423-d,1438807527645,3,director,"yes, kind of like box with a diamond. It looks kind of octagonal but with one extra triangle on the bottom right side~~~"
3423-d,1438807557124,3,matcher,"ok good go on"
3423-d,1438807589676,3,director,"7 is kneeling pointing toward the left. square head, triangular ponytail?"
3423-d,1438807625928,3,matcher,"extra part at the feet makes it different from 1 right?"
3423-d,1438807660004,3,director,"No, this is the other kneeling one."
3423-d,1438807700191,3,matcher,"my mistake"
3423-d,1438807705589,3,matcher,"go on"
3423-d,1438807713235,3,director,"8 is the flying nun"
3423-d,1438807730495,3,matcher,"good"
3423-d,1438807746347,3,director,"9 is the one that's similar to 1. With the extra part on the bottom~~~"
3423-d,1438807768296,3,matcher,"ok then"
3423-d,1438807772029,3,director,"10 is the ice skater"
3423-d,1438807773393,3,matcher,"go back to 7"
3423-d,1438807784225,3,matcher,"got 10"
3423-d,1438807800434,3,director,"7 is hard for me to describe. I'll try~~~"
3423-d,1438807816657,3,matcher,"does it have the big L shape going left?"
3423-d,1438807822761,3,director,"No."
3423-d,1438807862297,3,matcher,"where's Ziggy?"
3423-d,1438807881276,3,director,"It could be a heavy set woman with large chest, small waist. A diamond is sitting on top with a triangle attached~~~"
3423-d,1438807889906,3,director,"Ziggy is 12"
3423-d,1438807906604,3,matcher,"whose at 11"
3423-d,1438807924310,3,matcher,"we should get 7 by elimination then"
3423-d,1438807937226,3,director,"11 is the Large L shape on the bottom."
3423-d,1438807947708,3,matcher,"ok we have it now"
3423-d,1438807954468,3,director,"great."
3423-d,1438807955372,3,matcher,"this CANT be wrong"
3423-d,1438807963199,4,matcher,"???????????"
3423-d,1438807971692,4,matcher,"this is a psyche study"
3423-d,1438807977162,4,matcher,"seriously"
3423-d,1438807977320,4,director,"right"
3423-d,1438807989657,4,director,"I think we have to be right"
3423-d,1438807995669,4,matcher,"no kidding"
3423-d,1438808005045,4,matcher,"just start at 1 again"
3423-d,1438808042516,4,director,"1 is sad person on bed, legs pointing toward the left, diamond head hanging."
3423-d,1438808049454,4,matcher,"got it"
3423-d,1438808054401,4,director,"w is ziggy"
3423-d,1438808062915,4,director,"2 is ziggy, sorry."
3423-d,1438808069339,4,matcher,"is cool got it"
3423-d,1438808082339,4,director,"3 is teacher, pointing toward the left."
3423-d,1438808098167,4,matcher,"got it"
3423-d,1438808118155,4,matcher,"only stop I ask for clarification"
3423-d,1438808121513,4,matcher,":)"
3423-d,1438808125433,4,director,"4 is diamond on top of box. Shoulders resting~~~"
3423-d,1438808129505,4,director,"ok"
3423-d,1438808153961,4,director,"5 is large L shape on the bottom."
3423-d,1438808200546,4,director,"6 is the kneeling toward the right withe the extra part on the bottom where the feet should be."
3423-d,1438808270875,4,director,"7 is heavyset woman with large chest. Diamond head and triangle attached to the diamond~~~"
3423-d,1438808301653,4,matcher,"oh that was your ponytail???"
3423-d,1438808322609,4,director,"Yes, I called that a ponytail."
3423-d,1438808327583,4,matcher,"lol I see it now"
3423-d,1438808331159,4,director,"8 is the kneeler pointing toward the right, with book also pointing toward the right."
3423-d,1438808332013,4,matcher,"go on"
3423-d,1438808344177,4,director,"9 is flying nun"
3423-d,1438808350017,4,director,"10 rabbit ears"
3423-d,1438808357988,4,director,"11 runway model"
3423-d,1438808367152,4,director,"12 ice skater"
3423-d,1438808375087,4,matcher,"ok"
3423-d,1438808380335,5,matcher,"wow"
3423-d,1438808384111,5,matcher,"that was all my fault"
3423-d,1438808387731,5,matcher,"lol sorry"
3423-d,1438808394064,5,director,"No, I'm sure I had something to do with it."
3423-d,1438808404624,5,matcher,"ok 1?"
3423-d,1438808420210,5,director,"1 is kneeler pointing toward the right with book pointing in same direction."
3423-d,1438808425650,5,director,"2 is ziggy."
3423-d,1438808434006,5,director,"3 is flying nun"
3423-d,1438808443656,5,director,"4 is teacher pointing to the left."
3423-d,1438808455936,5,director,"5 is heavy set woman kneeling with ponytail."
3423-d,1438808473761,5,director,"6 is sad person on bed, legs pointing toward the left."
3423-d,1438808480809,5,director,"7 is runway model"
3423-d,1438808501353,5,director,"8 is kneeling toward the right with extra part on bottom where feet should be."
3423-d,1438808539243,5,matcher,"9?"
3423-d,1438808542866,5,director,"9 is diamond on top of box or shoulders resting."
3423-d,1438808553736,5,director,"10 had the large L shape on bottome."
3423-d,1438808559903,5,director,"11 is the skater"
3423-d,1438808566089,5,director,"12 rabbit ears."
3423-d,1438808574201,6,matcher,"ok"
3423-d,1438808583315,6,director,"1 is model"
3423-d,1438808583419,6,matcher,"good, but I only have 10 mins left lol"
3423-d,1438808606096,6,director,"2 is kneeling to the right book pointing to right."
3423-d,1438808616606,6,director,"4 is sad person legs pointing left."
3423-d,1438808623896,6,director,"oops 3 is flying nun"
3423-d,1438808630160,6,matcher,"got it"
3423-d,1438808631600,6,director,"5 is teacher pointing to the left."
3423-d,1438808643991,6,director,"6 has large L on the bottom"
3423-d,1438808651016,6,director,"7 ice skater."
3423-d,1438808659935,6,director,"8 is rabbit ears."
3423-d,1438808671368,6,director,"9 heavy set woman, ponytail."
3423-d,1438808690770,6,director,"Kneeling to the right with extra part where feet should be."
3423-d,1438808716295,6,director,"11. Diamond on top of box/shoulders at rest~~~"
3423-d,1438808722022,6,director,"12 ziggy"
3423-d,1438808724106,6,matcher,"ziggy"
3423-d,1438808726752,6,matcher,"ok"
