gameid,time,roundNum,sender,contents
2388-c,1438809425626,2,director,"1 is bunny"
2388-c,1438809427480,2,matcher,"sweet"
2388-c,1438809436858,2,matcher,"got it"
2388-c,1438809449243,2,director,"2 is the 2 diamons stacked (would have been 10 last time)"
2388-c,1438809460481,2,matcher,"done"
2388-c,1438809475051,2,director,"3 is the straight line on left side (I think 11 last time)"
2388-c,1438809482601,2,matcher,"got it"
2388-c,1438809496565,2,director,"4 is crouching guy with knees up (I think 1 last time)"
2388-c,1438809512274,2,matcher,"good"
2388-c,1438809513447,2,director,"5 is the one with both arms up"
2388-c,1438809521776,2,matcher,"ok"
2388-c,1438809557951,2,director,"6 is the one that is crouching that has sort of an "s" with the legs pointed to the right (holding book or praying was how I described it before)"
2388-c,1438809574392,2,matcher,"cool, we can call him S man"
2388-c,1438809580261,2,director,"that works"
2388-c,1438809589592,2,director,"7 is leg kicked up to the left"
2388-c,1438809595848,2,matcher,"ok"
2388-c,1438809612792,2,director,"8 is the short crouching one that was one of the last we did last time"
2388-c,1438809619032,2,matcher,"good"
2388-c,1438809649593,2,director,"9 is diamond on left part of head, triangle on right part of head, with a lone trianle on the bottom right"
2388-c,1438809664560,2,matcher,"got it"
2388-c,1438809668051,2,director,"10 is pointing left"
2388-c,1438809673144,2,matcher,"ok"
2388-c,1438809684860,2,director,"11 is diamond with rectangle body"
2388-c,1438809697166,2,matcher,"ok then right leg up guy"
2388-c,1438809702035,2,director,"yep"
2388-c,1438809706471,2,matcher,"cool "
2388-c,1438809717286,2,matcher,"before I sumbit let's nickname them so we can go fast the other rounds?"
2388-c,1438809737252,2,director,"sure. 1~~~ bunny"
2388-c,1438809749296,2,matcher,"1. bunny 2~~~ kneeler, 3~~~ left line, 4 knees up"
2388-c,1438809762359,2,matcher,"5. arms up 6~~~ S man"
2388-c,1438809786582,2,matcher,"7. left leg up 8~~~ short croucher"
2388-c,1438809825463,2,matcher,"9. triangle man"
2388-c,1438809844855,2,matcher,"10. pointer 11~~~ rectangle body, 12~~~ right leg up"
2388-c,1438809849260,2,director,"got it"
2388-c,1438809854476,2,matcher,"sweet"
2388-c,1438809866386,3,director,"kneeler"
2388-c,1438809877158,3,matcher,"okay"
2388-c,1438809882308,3,director,"left leg up"
2388-c,1438809889246,3,matcher,"good"
2388-c,1438809900750,3,director,"triangle man"
2388-c,1438809908953,3,matcher,"okay"
2388-c,1438809910639,3,director,"right leg up"
2388-c,1438809916685,3,matcher,"okay"
2388-c,1438809917514,3,director,"pointer"
2388-c,1438809922432,3,matcher,"good"
2388-c,1438809923214,3,director,"left line"
2388-c,1438809930454,3,matcher,"okay"
2388-c,1438809931236,3,director,"s man"
2388-c,1438809937394,3,matcher,"good"
2388-c,1438809938294,3,director,"bunny"
2388-c,1438809943680,3,matcher,"ok"
2388-c,1438809946518,3,director,"knees up"
2388-c,1438809951310,3,matcher,"ok"
2388-c,1438809955462,3,director,"short croucher"
2388-c,1438809958323,3,matcher,"good"
2388-c,1438809963207,3,director,"rectangle body"
2388-c,1438809965864,3,matcher,"ok"
2388-c,1438809969171,3,director,"arms up"
2388-c,1438809973254,3,matcher,"cool"
2388-c,1438809995086,4,director,"left leg up, kneeler, bunny"
2388-c,1438810009926,4,matcher,"ok"
2388-c,1438810015861,4,director,"rectangle body, knees up, short croucher"
2388-c,1438810024551,4,matcher,"good"
2388-c,1438810039591,4,director,"s man, arms up, pointer"
2388-c,1438810048496,4,matcher,"got it"
2388-c,1438810050452,4,director,"triangle man, left line, right leg up"
2388-c,1438810056869,4,matcher,"good!"
2388-c,1438810066357,5,matcher,"awesome"
2388-c,1438810071766,5,director,"left leg up, kneeler, right leg up"
2388-c,1438810084517,5,matcher,"ok"
2388-c,1438810088974,5,director,"triangle man, bunny, short croucher"
2388-c,1438810096397,5,matcher,"ok"
2388-c,1438810101356,5,director,"pointer, knees up, rectangle body"
2388-c,1438810108815,5,matcher,"good"
2388-c,1438810109638,5,director,"s man, arms up, left line"
2388-c,1438810115672,5,matcher,"good"
2388-c,1438810123789,6,matcher,"almost done!"
2388-c,1438810130418,6,director,"bunny, arms up, knees up.~~~we are rocking it"
2388-c,1438810134885,6,matcher,"yeah :)"
2388-c,1438810142810,6,matcher,"good"
2388-c,1438810150932,6,director,"short croucher, rectangle body, right leg up"
2388-c,1438810158037,6,matcher,"ok"
2388-c,1438810162081,6,director,"left line, s man, left leg up"
2388-c,1438810170797,6,matcher,"good"
2388-c,1438810172107,6,director,"kneeler, pointer, triangle man"
2388-c,1438810178029,6,matcher,"perfect!"
