gameid,time,roundNum,sender,contents
2760-0,1438971289012,5,director,"4: diamond head, knees bent to the right with right arm out"
2760-0,1438971296844,5,director,"5: diamond head with no limbs"
2760-0,1438971308318,5,director,"6: square head with headdress "
2760-0,1438971323127,5,director,"7: diamond head with left arm out"
2760-0,1438971343477,5,director,"8: square head, standing on one foot with other foot extended"
2760-0,1438971379260,5,director,"9: square head, stretching with right arm out"
2760-0,1438971405898,5,director,"10: square head, kneeling with both arms out and left foot slightly out"
2760-0,1438971419283,5,director,"11: diamond head with right arm slightly out"
2760-0,1438971430514,5,director,"12: diamond head, laying down, both arms out"
2760-0,1438971447152,6,director,"1: diamond head, knees bent to right, right arm out"
2760-0,1438971460528,6,director,"2: diamond head, sitting, knees facing left"
2760-0,1438971484115,6,director,"3: square head, kneeling, both arms out, left foot out"
2760-0,1438971509384,6,director,"4: square head, standing on one foot while out is extended facing the left"
2760-0,1438971526673,6,director,"5: diamond head, standing on one leg with both hands out"
2760-0,1438971540513,6,director,"6: diamond head, laying down, both arms out"
2760-0,1438971550613,6,director,"7: square head with headdress "
2760-0,1438971571179,6,director,"8: diamond head, right arm out, left leg out"
2760-0,1438971579907,6,director,"9: diamond head, left arm out"
2760-0,1438971586474,6,director,"10: diamond head, no limbs"
2760-0,1438971600943,6,director,"11: diamond head, stretching"
2760-0,1438971610949,6,director,"12: diamond head, right arm slightly extended "
