gameid,roundNum,sender,tangram,numWords,NNnum,VBnum,DTnum,PRPnum,INnum,TOnum,RBnum
4060-2,2,matcher,F,1,1,0,0,0,0,0,0
4060-2,2,director,F,4,1,1,0,0,0,0,0
4060-2,2,director,K,8,1,4,1,0,0,0,1
4060-2,2,director,K,4,0,3,0,0,0,0,0
4060-2,2,matcher,K,1,1,0,0,0,0,0,0
4060-2,2,director,B,5,1,3,0,0,1,0,0
4060-2,2,director,B,3,1,1,0,0,0,0,0
4060-2,2,matcher,B,3,1,1,0,1,0,0,0
4060-2,2,director,A,8,2,2,0,0,2,0,0
4060-2,2,director,A,4,1,0,0,0,0,0,1
4060-2,2,matcher,A,1,1,0,0,0,0,0,0
4060-2,2,director,H,11,5,2,2,0,1,0,0
4060-2,2,director,H,3,2,0,0,0,0,0,1
4060-2,2,matcher,H,1,1,0,0,0,0,0,0
4060-2,2,director,C,2,0,2,0,0,0,0,0
4060-2,2,matcher,C,1,1,0,0,0,0,0,0
4060-2,2,director,E,3,1,2,0,0,0,0,0
4060-2,2,matcher,E,2,1,1,0,0,0,0,0
4060-2,3,director,G,13,4,4,0,2,2,0,1
4060-2,3,matcher,G,6,1,2,1,0,0,0,1
4060-2,3,matcher,D,0,0,0,0,0,0,0,0
4060-2,3,director,D,6,4,2,0,0,0,0,0
4060-2,3,matcher,I,1,0,1,0,0,0,0,0
4060-2,3,director,I,4,1,2,1,0,0,0,0
4060-2,3,matcher,I,1,1,0,0,0,0,0,0
4060-2,3,director,C,2,0,2,0,0,0,0,0
4060-2,3,matcher,C,1,1,0,0,0,0,0,0
4060-2,3,director,A,3,0,2,0,0,0,0,0
4060-2,3,matcher,A,0,0,0,0,0,0,0,0
4060-2,3,director,A,6,2,0,0,0,1,0,1
4060-2,3,director,A,8,3,1,1,1,0,0,1
4060-2,3,matcher,A,1,1,0,0,0,0,0,0
4060-2,3,director,L,7,2,4,0,0,0,0,1
4060-2,3,matcher,L,1,1,0,0,0,0,0,0
4060-2,3,director,K,8,2,3,0,0,2,0,1
4060-2,3,matcher,K,3,2,1,0,0,0,0,0
4060-2,3,director,K,1,1,0,0,0,0,0,0
4060-2,3,director,K,11,1,3,1,2,2,0,0
4060-2,3,director,K,4,1,1,0,0,0,0,1
4060-2,3,matcher,K,1,1,0,0,0,0,0,0
4060-2,3,director,F,7,1,5,0,0,1,0,0
4060-2,3,matcher,F,1,1,0,0,0,0,0,0
4060-2,3,director,H,12,4,2,3,0,2,0,0
4060-2,3,matcher,H,1,1,0,0,0,0,0,0
4060-2,3,director,E,3,1,2,0,0,0,0,0
4060-2,3,matcher,E,1,1,0,0,0,0,0,0
4060-2,3,director,J,6,0,3,0,0,0,0,2
4060-2,3,matcher,J,1,1,0,0,0,0,0,0
4060-2,3,director,B,5,1,3,0,0,1,0,0
4060-2,3,director,I,3,0,2,0,0,0,0,0
4060-2,3,matcher,I,2,1,1,0,0,0,0,0
4060-2,3,director,I,1,1,0,0,0,0,0,0
4060-2,4,director,G,7,3,1,0,0,2,0,0
4060-2,4,matcher,G,1,1,0,0,0,0,0,0
4060-2,4,director,E,3,1,2,0,0,0,0,0
4060-2,4,matcher,E,1,1,0,0,0,0,0,0
4060-2,4,director,H,7,4,2,1,0,0,0,0
4060-2,4,matcher,H,1,1,0,0,0,0,0,0
4060-2,4,director,B,8,2,4,0,0,2,0,0
4060-2,4,matcher,B,1,1,0,0,0,0,0,0
4060-2,4,director,L,13,3,4,2,0,1,0,2
4060-2,4,matcher,L,3,2,0,0,0,1,0,0
4060-2,4,director,L,1,1,0,0,0,0,0,0
4060-2,4,matcher,L,1,1,0,0,0,0,0,0
4060-2,4,director,C,2,0,2,0,0,0,0,0
4060-2,4,matcher,C,1,1,0,0,0,0,0,0
4060-2,4,director,J,12,4,3,1,0,1,0,1
4060-2,4,matcher,J,1,1,0,0,0,0,0,0
4060-2,4,director,F,7,1,5,0,0,1,0,0
4060-2,4,matcher,F,1,1,0,0,0,0,0,0
4060-2,4,director,A,9,1,2,0,0,1,0,1
4060-2,4,matcher,A,7,3,2,1,0,0,0,0
4060-2,4,director,A,4,1,2,0,0,0,0,1
4060-2,4,matcher,A,1,1,0,0,0,0,0,0
4060-2,4,director,K,9,2,3,1,0,2,0,1
4060-2,4,matcher,K,1,1,0,0,0,0,0,0
4060-2,4,director,D,7,2,4,0,0,1,0,0
4060-2,4,director,I,4,1,2,0,0,0,0,0
4060-2,4,matcher,I,1,1,0,0,0,0,0,0
4060-2,5,director,I,1,1,0,0,0,0,0,0
4060-2,5,director,K,7,2,2,0,0,2,0,1
4060-2,5,matcher,K,1,1,0,0,0,0,0,0
4060-2,5,director,J,9,2,3,0,0,0,0,1
4060-2,5,matcher,J,1,1,0,0,0,0,0,0
4060-2,5,director,C,2,0,2,0,0,0,0,0
4060-2,5,matcher,C,1,1,0,0,0,0,0,0
4060-2,5,director,E,2,0,2,0,0,0,0,0
4060-2,5,matcher,E,1,1,0,0,0,0,0,0
4060-2,5,director,F,8,3,3,1,0,1,0,0
4060-2,5,matcher,F,2,1,0,1,0,0,0,0
4060-2,5,director,F,9,4,1,1,0,3,0,0
4060-2,5,director,F,4,1,0,1,0,0,0,0
4060-2,5,matcher,F,1,1,0,0,0,0,0,0
4060-2,5,director,L,11,4,3,0,0,1,0,1
4060-2,5,matcher,L,1,1,0,0,0,0,0,0
4060-2,5,director,A,7,1,2,0,0,1,0,1
4060-2,5,matcher,A,1,1,0,0,0,0,0,0
4060-2,5,director,B,7,2,4,0,0,1,0,0
4060-2,5,director,B,5,1,2,0,0,1,0,0
4060-2,5,matcher,B,1,1,0,0,0,0,0,0
4060-2,5,director,I,3,1,2,0,0,0,0,0
4060-2,5,matcher,I,1,1,0,0,0,0,0,0
4060-2,5,director,D,8,2,5,0,0,1,0,0
4060-2,5,matcher,D,1,1,0,0,0,0,0,0
4060-2,5,director,H,9,3,2,1,0,1,0,1
4060-2,5,matcher,H,1,1,0,0,0,0,0,0
4060-2,5,director,G,7,2,3,0,0,2,0,0
4060-2,5,matcher,G,1,1,0,0,0,0,0,0
4060-2,5,director,G,1,1,0,0,0,0,0,0
4060-2,6,director,L,9,1,5,0,1,0,0,2
4060-2,6,matcher,L,5,1,0,0,0,0,0,3
4060-2,6,director,L,7,2,0,2,0,2,0,1
4060-2,6,matcher,L,1,1,0,0,0,0,0,0
4060-2,6,director,L,5,1,1,1,0,0,0,0
4060-2,6,director,L,6,0,1,1,0,1,0,1
4060-2,6,matcher,L,15,2,5,2,4,0,0,0
4060-2,6,director,L,4,1,1,0,1,0,0,1
4060-2,6,director,L,7,3,0,1,0,2,0,0
4060-2,6,matcher,L,1,1,0,0,0,0,0,0
4060-2,6,director,H,9,4,2,1,0,2,0,0
4060-2,6,matcher,H,1,1,0,0,0,0,0,0
4060-2,6,director,F,8,3,4,0,0,1,0,0
4060-2,6,matcher,F,1,1,0,0,0,0,0,0
4060-2,6,director,K,4,1,1,0,0,0,0,1
4060-2,6,matcher,J,1,1,0,0,0,0,0,0
4060-2,6,director,D,7,2,4,0,0,1,0,0
4060-2,6,matcher,D,1,1,0,0,0,0,0,0
4060-2,6,director,A,6,1,1,0,0,1,0,1
4060-2,6,matcher,A,1,1,0,0,0,0,0,0
4060-2,6,director,J,8,2,4,0,0,1,0,1
4060-2,6,matcher,J,1,1,0,0,0,0,0,0
4060-2,6,director,G,5,1,3,0,0,1,0,0
4060-2,6,matcher,G,1,1,0,0,0,0,0,0
4060-2,6,director,I,3,1,2,0,0,0,0,0
4060-2,6,matcher,I,1,1,0,0,0,0,0,0
4060-2,6,director,B,8,1,5,0,0,0,1,0
4060-2,6,matcher,B,1,1,0,0,0,0,0,0
4060-2,6,director,E,3,1,1,0,0,0,0,0
4060-2,6,director,C,3,0,2,0,0,0,0,0
4404-5,1,matcher,L,3,1,1,0,0,1,0,0
4404-5,1,matcher,L,11,4,2,2,0,0,0,0
4404-5,1,director,L,13,3,2,2,0,3,0,0
4404-5,1,matcher,L,7,2,0,0,0,1,0,1
4404-5,1,matcher,K,6,1,2,0,1,0,0,1
4404-5,1,director,K,11,4,4,2,0,0,0,0
4404-5,1,matcher,L,6,3,2,1,0,0,0,0
4404-5,1,director,L,1,1,0,0,0,0,0,0
4404-5,1,matcher,B,2,2,0,0,0,0,0,0
4404-5,1,director,B,12,3,1,2,0,3,0,0
4404-5,1,matcher,B,7,3,1,1,0,1,0,0
4404-5,1,director,B,7,3,1,1,0,1,0,0
4404-5,1,matcher,H,2,2,0,0,0,0,0,0
4404-5,1,director,H,9,3,0,2,0,2,0,0
4404-5,1,director,H,8,3,1,1,0,1,0,0
4404-5,1,director,H,2,1,0,0,0,0,0,1
4404-5,1,matcher,H,3,0,1,0,1,0,0,1
4404-5,1,matcher,K,1,1,0,0,0,0,0,0
4404-5,1,director,K,21,6,2,4,0,4,1,1
4404-5,1,matcher,K,5,3,0,1,0,1,0,0
4404-5,1,director,K,10,4,1,2,0,2,0,0
4404-5,1,matcher,K,10,4,1,2,0,1,0,0
4404-5,1,matcher,D,1,1,0,0,0,0,0,0
4404-5,1,director,D,13,6,1,2,0,2,1,0
4404-5,1,matcher,D,13,6,1,2,1,1,0,0
4404-5,1,director,D,1,1,0,0,0,0,0,0
4404-5,1,matcher,J,1,1,0,0,0,0,0,0
4404-5,1,director,J,19,7,2,3,0,2,2,0
4404-5,1,matcher,G,1,1,0,0,0,0,0,0
4404-5,1,director,G,25,6,6,3,0,1,1,0
4404-5,1,matcher,E,6,1,2,0,3,0,0,0
4404-5,1,director,E,11,3,1,1,1,4,0,0
4404-5,1,matcher,E,18,3,5,2,2,2,1,2
4404-5,1,director,C,5,2,1,1,0,1,0,0
4404-5,1,matcher,C,2,0,1,0,0,0,0,0
4404-5,1,matcher,C,5,1,1,0,1,1,0,0
4404-5,1,director,C,6,2,2,0,1,1,0,0
4404-5,1,director,C,3,1,2,0,0,0,0,0
4404-5,1,matcher,G,4,1,1,0,1,0,0,0
4404-5,1,matcher,G,3,0,1,0,0,0,0,1
4404-5,1,matcher,G,3,1,1,0,0,0,0,0
4404-5,1,director,G,8,1,2,2,0,1,0,1
4404-5,1,matcher,G,2,0,1,0,1,0,0,0
4404-5,1,matcher,F,0,0,0,0,0,0,0,0
4404-5,1,director,F,6,3,1,0,1,1,0,0
4404-5,1,matcher,A,0,0,0,0,0,0,0,0
4404-5,1,director,A,6,3,1,1,0,0,0,0
4404-5,1,matcher,A,2,1,1,0,0,0,0,0
4404-5,2,director,A,9,2,2,2,0,0,1,1
4404-5,2,director,C,4,2,1,1,0,0,0,0
4404-5,2,matcher,C,1,1,0,0,0,0,0,0
4404-5,2,director,I,10,2,1,2,0,2,0,0
4404-5,2,director,E,6,2,0,2,0,1,0,0
4404-5,2,director,G,8,4,1,1,0,1,0,0
4404-5,2,matcher,G,1,1,0,0,0,0,0,0
4404-5,2,director,F,5,3,1,0,0,1,0,0
4404-5,2,director,K,8,4,0,1,0,2,0,0
4404-5,2,matcher,K,2,0,1,0,1,0,0,0
4404-5,2,director,B,10,4,0,1,0,3,0,0
4404-5,2,director,J,4,2,1,0,0,0,0,0
4404-5,2,matcher,J,1,1,0,0,0,0,0,0
4404-5,2,director,H,7,2,0,1,0,1,1,0
4404-5,2,director,L,7,3,0,1,0,2,0,0
4404-5,2,director,D,3,1,2,0,0,0,0,0
4404-5,2,matcher,I,3,0,1,0,1,0,0,0
4404-5,2,matcher,I,1,0,0,0,0,0,0,0
4404-5,2,matcher,I,6,1,2,0,1,1,0,0
4404-5,2,director,I,1,1,0,0,0,0,0,0
4404-5,2,matcher,I,1,1,0,0,0,0,0,0
4404-5,3,director,F,3,2,1,0,0,0,0,0
4404-5,3,director,H,2,1,0,0,0,0,0,0
4404-5,3,director,I,11,4,0,1,0,3,0,0
4404-5,3,director,G,6,2,1,1,0,0,1,0
4404-5,3,director,D,2,0,2,0,0,0,0,0
4404-5,3,director,E,5,2,0,0,0,2,0,0
4404-5,3,director,K,6,3,0,1,0,2,0,0
4404-5,3,director,B,6,2,0,0,0,2,0,0
4404-5,3,director,J,4,2,1,0,0,0,0,0
4404-5,3,director,L,8,3,1,0,0,1,0,0
4404-5,3,director,A,10,4,1,1,0,1,0,1
4404-5,3,director,C,2,1,1,0,0,0,0,0
4404-5,3,director,L,11,2,1,1,2,3,0,1
4404-5,3,director,B,19,3,3,3,0,3,0,1
4404-5,3,matcher,K,3,0,2,0,0,1,0,0
4404-5,3,director,K,4,1,2,0,0,0,0,1
4404-5,3,matcher,F,7,1,2,1,0,1,0,0
4404-5,3,matcher,F,6,2,0,1,1,2,0,0
4404-5,3,director,F,0,0,0,0,0,0,0,0
4404-5,3,matcher,F,2,1,1,0,0,0,0,0
4404-5,3,director,F,3,2,1,0,0,0,0,0
4404-5,3,matcher,F,1,1,0,0,0,0,0,0
4404-5,4,director,A,13,5,1,2,0,2,1,0
4404-5,4,director,I,13,5,1,2,0,2,1,0
4404-5,4,director,F,3,2,1,0,0,0,0,0
4404-5,4,director,G,8,4,1,1,0,0,1,0
4404-5,4,director,H,5,2,0,0,0,1,0,0
4404-5,4,director,D,5,2,1,1,0,0,1,0
4404-5,4,matcher,F,5,1,2,0,0,1,0,0
4404-5,4,director,F,1,0,0,0,0,0,0,1
4404-5,4,matcher,F,18,6,3,3,1,3,0,0
4404-5,4,director,L,9,5,1,0,0,2,0,0
4404-5,4,director,L,1,1,0,0,0,0,0,0
4404-5,4,director,E,7,2,0,1,0,2,0,0
4404-5,4,director,C,2,1,1,0,0,0,0,0
4404-5,4,director,K,18,7,1,3,0,3,0,0
4404-5,4,director,J,4,2,1,0,0,0,0,0
4404-5,4,director,B,19,4,3,3,0,3,0,1
4404-5,4,matcher,K,0,0,0,0,0,0,0,0
4404-5,4,matcher,L,1,0,0,0,0,0,0,0
4404-5,4,director,K,18,7,1,3,0,3,0,0
4404-5,4,director,K,1,0,0,0,0,1,0,0
4404-5,4,matcher,K,7,2,2,1,0,1,0,0
4404-5,4,matcher,K,3,1,1,0,0,1,0,0
4404-5,5,director,E,8,3,0,0,0,3,0,0
4404-5,5,director,F,5,3,1,0,0,1,0,0
4404-5,5,director,G,9,4,1,2,0,1,0,0
4404-5,5,director,H,7,2,0,0,0,2,0,0
4404-5,5,director,K,16,7,0,3,0,3,0,0
4404-5,5,director,C,2,1,1,0,0,0,0,0
4404-5,5,director,D,5,2,1,1,0,0,1,0
4404-5,5,director,B,16,5,1,2,0,3,0,0
4404-5,5,director,A,11,5,1,1,0,2,0,0
4404-5,5,director,J,4,2,1,0,0,0,0,0
4404-5,5,director,I,17,4,1,2,0,5,0,0
4404-5,5,director,L,14,4,1,1,1,4,0,0
4404-5,6,director,D,5,2,1,1,0,0,1,0
4404-5,6,director,L,16,5,2,1,1,4,0,0
4404-5,6,director,A,9,4,1,2,0,1,0,0
4404-5,6,director,G,9,4,1,2,0,1,0,0
4404-5,6,director,C,2,1,1,0,0,0,0,0
4404-5,6,director,K,16,6,0,3,0,4,0,0
4404-5,6,director,J,4,2,1,0,0,0,0,0
4404-5,6,director,E,9,3,0,0,1,3,0,0
4404-5,6,director,F,5,3,1,0,0,1,0,0
4404-5,6,director,I,16,5,1,2,0,4,0,0
4404-5,6,director,B,14,5,1,1,0,3,0,1
4404-5,6,director,H,5,2,0,0,0,1,0,0
4404-5,6,matcher,H,1,1,0,0,0,0,0,0
4800-3,1,director,K,13,4,1,3,0,3,0,0
4800-3,1,matcher,K,1,1,0,0,0,0,0,0
4800-3,1,director,L,4,0,1,0,0,0,1,1
4800-3,1,matcher,L,1,1,0,0,0,0,0,0
4800-3,1,director,G,17,5,2,4,0,2,0,0
4800-3,1,matcher,G,1,1,0,0,0,0,0,0
4800-3,1,director,E,12,3,1,2,0,2,0,1
4800-3,1,director,E,16,5,2,4,0,1,1,0
4800-3,1,director,E,2,0,1,1,0,0,0,0
4800-3,1,matcher,E,1,1,0,0,0,0,0,0
4800-3,1,director,F,20,5,3,3,2,2,1,0
4800-3,1,matcher,F,1,1,0,0,0,0,0,0
4800-3,1,director,J,17,5,2,5,0,3,0,0
4800-3,1,director,A,7,3,0,2,0,1,0,0
4800-3,1,director,C,9,2,1,3,0,2,0,0
4800-3,1,matcher,C,1,1,0,0,0,0,0,0
4800-3,1,director,D,17,5,4,2,2,2,1,0
4800-3,1,matcher,I,8,2,1,1,0,2,0,0
4800-3,1,matcher,I,2,1,0,0,0,1,0,0
4800-3,1,director,I,6,0,2,0,1,0,0,1
4800-3,1,director,B,7,4,0,1,0,2,0,0
4800-3,1,matcher,B,8,1,3,0,2,0,0,0
4800-3,1,director,B,7,1,2,1,0,0,0,0
4800-3,2,matcher,F,6,1,2,1,0,0,0,0
4800-3,2,director,F,0,0,0,0,0,0,0,0
4800-3,2,director,B,8,1,2,2,0,1,0,0
4800-3,2,director,B,11,2,1,3,0,1,0,0
4800-3,2,matcher,B,3,1,1,0,1,0,0,0
4800-3,2,matcher,D,14,3,0,3,1,4,1,0
4800-3,2,director,D,0,0,0,0,0,0,0,0
4800-3,2,director,J,7,2,0,2,0,2,0,0
4800-3,2,matcher,J,9,3,1,3,0,1,0,0
4800-3,2,director,J,7,3,1,1,0,1,0,0
4800-3,2,matcher,K,3,1,0,0,0,1,0,0
4800-3,2,director,K,18,4,2,4,1,3,0,1
4800-3,2,matcher,I,3,1,1,0,1,0,0,0
4800-3,2,director,I,5,4,1,0,0,0,0,0
4800-3,2,director,I,1,0,0,0,0,1,0,0
4800-3,2,matcher,I,3,1,1,0,0,0,0,1
4800-3,2,matcher,F,5,0,3,0,0,1,0,0
4800-3,2,director,H,12,3,3,2,0,1,1,0
4800-3,2,matcher,H,7,1,2,0,2,1,0,0
4800-3,2,director,L,5,2,1,1,0,1,0,0
4800-3,2,matcher,L,14,4,2,3,1,0,0,2
4800-3,2,director,L,1,1,0,0,0,0,0,0
4800-3,2,director,A,17,5,4,3,1,2,0,0
4800-3,2,director,A,5,1,2,0,0,1,0,0
4800-3,2,director,A,5,2,0,1,0,1,0,0
4800-3,2,matcher,A,1,1,0,0,0,0,0,0
4800-3,2,director,C,2,0,2,0,0,0,0,0
4800-3,2,matcher,C,2,0,1,0,1,0,0,0
4800-3,2,director,E,8,3,1,2,0,1,0,0
4800-3,2,director,E,12,2,3,2,0,1,0,1
4800-3,2,matcher,D,10,2,2,1,1,3,0,0
4800-3,2,matcher,G,7,3,2,0,0,1,0,0
4800-3,2,director,G,1,1,0,0,0,0,0,0
4800-3,3,director,H,11,4,1,2,0,2,0,1
4800-3,3,matcher,H,8,1,3,0,1,1,1,1
4800-3,3,matcher,H,7,1,2,0,2,1,0,0
4800-3,3,director,L,3,1,2,0,0,0,0,0
4800-3,3,matcher,H,11,3,1,2,0,2,0,1
4800-3,3,director,J,10,2,1,2,0,2,0,0
4800-3,3,director,H,6,3,0,1,0,2,0,0
4800-3,3,matcher,H,1,1,0,0,0,0,0,0
4800-3,3,director,E,10,1,1,0,0,4,0,0
4800-3,3,director,E,8,1,1,1,2,1,1,0
4800-3,3,matcher,E,10,1,3,0,2,1,0,2
4800-3,3,director,G,3,1,0,0,0,1,0,1
4800-3,3,director,F,6,0,5,0,0,1,0,0
4800-3,3,matcher,F,1,1,0,0,0,0,0,0
4800-3,3,director,C,2,0,2,0,0,0,0,0
4800-3,3,director,B,20,4,2,4,1,4,1,0
4800-3,3,matcher,B,1,1,0,0,0,0,0,0
4800-3,3,director,K,4,1,1,1,0,0,0,0
4800-3,3,director,I,2,2,0,0,0,0,0,0
4800-3,3,director,D,3,2,0,0,0,1,0,0
4800-3,3,director,A,2,2,0,0,0,0,0,0
4800-3,3,matcher,A,1,1,0,0,0,0,0,0
4800-3,3,director,J,4,1,1,0,0,1,0,0
4800-3,3,director,J,3,0,2,0,0,0,0,1
4800-3,3,matcher,J,6,1,2,0,3,0,0,0
4800-3,4,director,G,9,3,0,3,0,1,1,0
4800-3,4,director,G,9,0,3,1,2,0,0,0
4800-3,4,director,G,5,2,0,1,0,1,0,0
4800-3,4,matcher,G,10,2,1,1,3,0,0,1
4800-3,4,director,B,17,2,3,2,1,2,2,2
4800-3,4,matcher,B,1,1,0,0,0,0,0,0
4800-3,4,director,I,2,2,0,0,0,0,0,0
4800-3,4,director,E,1,0,0,0,0,0,0,0
4800-3,4,director,A,1,1,0,0,0,0,0,0
4800-3,4,director,F,5,1,3,0,0,1,0,0
4800-3,4,director,L,2,1,1,0,0,0,0,0
4800-3,4,director,K,1,1,0,0,0,0,0,0
4800-3,4,director,C,1,1,0,0,0,0,0,0
4800-3,4,director,D,3,2,0,0,0,1,0,0
4800-3,4,director,J,4,1,1,0,0,1,0,0
4800-3,4,matcher,J,11,2,1,2,1,3,0,1
4800-3,4,director,J,11,3,1,2,0,2,1,0
4800-3,4,director,J,2,0,0,0,0,0,0,0
4800-3,4,matcher,J,0,0,0,0,0,0,0,0
4800-3,4,director,J,1,1,0,0,0,0,0,0
4800-3,5,director,G,6,1,2,0,1,1,0,0
4800-3,5,matcher,J,6,2,1,1,1,0,0,0
4800-3,5,matcher,A,7,3,0,3,0,0,1,0
4800-3,5,director,A,1,1,0,0,0,0,0,0
4800-3,5,matcher,A,3,0,2,0,1,0,0,0
4800-3,5,director,A,1,0,1,0,0,0,0,0
4800-3,5,director,J,10,4,2,1,1,1,0,0
4800-3,5,director,E,1,0,0,0,0,0,0,0
4800-3,5,director,F,2,1,1,0,0,0,0,0
4800-3,5,director,A,1,1,0,0,0,0,0,0
4800-3,5,director,L,2,1,1,0,0,0,0,0
4800-3,5,director,D,2,1,1,0,0,0,0,0
4800-3,5,director,H,8,1,0,1,0,2,0,1
4800-3,5,director,C,1,1,0,0,0,0,0,0
4800-3,5,director,K,1,1,0,0,0,0,0,0
4800-3,5,director,I,2,2,0,0,0,0,0,0
4800-3,6,director,J,4,3,1,0,0,0,0,0
4800-3,6,director,F,2,1,1,0,0,0,0,0
4800-3,6,director,I,2,2,0,0,0,0,0,0
4800-3,6,director,G,7,3,1,1,0,0,1,0
4800-3,6,director,L,2,1,1,0,0,0,0,0
4800-3,6,director,D,2,1,1,0,0,0,0,0
4800-3,6,director,K,1,1,0,0,0,0,0,0
4800-3,6,director,H,7,1,0,1,0,1,1,2
4800-3,6,director,A,1,1,0,0,0,0,0,0
4800-3,6,director,E,1,0,0,0,0,0,0,0
4800-3,6,director,C,1,1,0,0,0,0,0,0
6510-9,1,director,B,19,2,2,6,0,3,1,0
6510-9,1,director,B,11,2,1,3,1,2,1,0
6510-9,1,matcher,B,6,1,2,0,3,0,0,0
6510-9,1,director,K,26,7,3,6,0,5,0,0
6510-9,1,matcher,K,1,1,0,0,0,0,0,0
6510-9,1,director,A,19,7,2,2,1,4,0,0
6510-9,1,matcher,A,1,1,0,0,0,0,0,0
6510-9,1,director,L,14,5,2,1,1,3,0,1
6510-9,1,matcher,L,1,1,0,0,0,0,0,0
6510-9,1,director,H,13,5,0,2,0,0,0,2
6510-9,1,matcher,H,1,1,0,0,0,0,0,0
6510-9,1,director,J,17,4,2,3,0,4,0,1
6510-9,1,matcher,J,1,1,0,0,0,0,0,0
6510-9,1,director,G,14,4,1,3,1,2,0,0
6510-9,1,director,G,8,2,2,2,0,0,1,0
6510-9,1,director,G,8,3,1,1,0,2,0,1
6510-9,1,matcher,G,1,1,0,0,0,0,0,0
6510-9,1,director,I,20,7,3,3,0,4,0,0
6510-9,1,matcher,I,1,1,0,0,0,0,0,0
6510-9,1,director,C,10,4,0,3,0,3,0,0
6510-9,1,director,C,15,4,1,4,1,3,0,0
6510-9,1,matcher,C,1,1,0,0,0,0,0,0
6510-9,1,director,F,7,3,1,2,0,1,0,0
6510-9,1,matcher,F,1,1,0,0,0,0,0,0
6510-9,1,director,F,9,3,1,2,0,2,0,1
6510-9,1,matcher,F,1,1,0,0,0,0,0,0
6510-9,1,director,E,10,3,2,2,0,2,0,0
6510-9,1,matcher,E,2,1,1,0,0,0,0,0
6510-9,2,director,F,6,3,1,1,0,1,0,0
6510-9,2,matcher,F,1,1,0,0,0,0,0,0
6510-9,2,director,A,11,2,3,0,1,2,0,0
6510-9,2,matcher,A,1,1,0,0,0,0,0,0
6510-9,2,director,H,8,2,2,1,0,1,0,1
6510-9,2,matcher,H,1,1,0,0,0,0,0,0
6510-9,2,director,J,18,5,2,3,0,4,0,0
6510-9,2,matcher,J,1,1,0,0,0,0,0,0
6510-9,2,director,L,8,4,2,0,0,2,0,0
6510-9,2,matcher,L,1,1,0,0,0,0,0,0
6510-9,2,director,E,12,2,2,3,0,2,0,0
6510-9,2,matcher,E,1,1,0,0,0,0,0,0
6510-9,2,director,I,6,3,1,1,0,1,0,0
6510-9,2,matcher,I,1,1,0,0,0,0,0,0
6510-9,2,director,D,6,2,3,0,0,0,0,0
6510-9,2,matcher,D,1,1,0,0,0,0,0,0
6510-9,2,director,B,10,4,1,2,0,0,0,0
6510-9,2,director,B,4,0,1,0,0,0,0,1
6510-9,2,matcher,B,1,1,0,0,0,0,0,0
6510-9,2,director,K,19,5,3,4,0,4,1,0
6510-9,2,matcher,K,1,1,0,0,0,0,0,0
6510-9,2,director,G,11,3,2,2,0,2,0,1
6510-9,2,matcher,G,1,1,0,0,0,0,0,0
6510-9,2,director,C,7,2,2,1,0,2,0,0
6510-9,2,matcher,C,2,1,1,0,0,0,0,0
6510-9,3,director,F,5,1,3,1,0,0,0,0
6510-9,3,matcher,F,1,1,0,0,0,0,0,0
6510-9,3,director,B,20,6,2,3,0,4,0,0
6510-9,3,matcher,B,1,1,0,0,0,0,0,0
6510-9,3,director,L,7,1,3,0,1,1,0,1
6510-9,3,matcher,L,1,1,0,0,0,0,0,0
6510-9,3,director,A,9,1,4,0,1,2,0,0
6510-9,3,matcher,A,1,1,0,0,0,0,0,0
6510-9,3,director,C,7,2,2,1,0,2,0,0
6510-9,3,matcher,C,1,1,0,0,0,0,0,0
6510-9,3,director,E,5,1,1,1,0,1,0,0
6510-9,3,director,E,7,2,1,0,0,3,0,0
6510-9,3,director,E,1,1,0,0,0,0,0,0
6510-9,3,matcher,E,1,1,0,0,0,0,0,0
6510-9,3,director,K,17,4,3,2,0,3,0,1
6510-9,3,matcher,K,1,1,0,0,0,0,0,0
6510-9,3,director,D,4,0,4,0,0,0,0,0
6510-9,3,matcher,D,1,1,0,0,0,0,0,0
6510-9,3,director,G,10,2,1,2,0,2,0,1
6510-9,3,matcher,G,1,1,0,0,0,0,0,0
6510-9,3,director,H,6,3,0,1,0,1,0,0
6510-9,3,matcher,H,1,1,0,0,0,0,0,0
6510-9,3,director,J,5,1,1,1,0,1,0,1
6510-9,3,matcher,J,1,1,0,0,0,0,0,0
6510-9,3,director,I,2,1,1,0,0,0,0,0
6510-9,3,matcher,I,2,1,1,0,0,0,0,0
6510-9,4,director,J,5,1,1,1,0,1,0,0
6510-9,4,matcher,J,1,1,0,0,0,0,0,0
6510-9,4,director,K,14,4,1,2,0,4,0,0
6510-9,4,matcher,K,1,1,0,0,0,0,0,0
6510-9,4,director,C,6,3,0,1,0,2,0,0
6510-9,4,director,C,4,2,0,1,0,0,0,0
6510-9,4,matcher,C,1,1,0,0,0,0,0,0
6510-9,4,director,E,10,2,1,2,0,2,0,0
6510-9,4,matcher,E,1,1,0,0,0,0,0,0
6510-9,4,director,A,8,2,2,0,1,2,0,0
6510-9,4,director,A,2,0,1,1,0,0,0,0
6510-9,4,matcher,A,1,1,0,0,0,0,0,0
6510-9,4,director,G,2,1,0,0,0,0,0,0
6510-9,4,matcher,G,1,1,0,0,0,0,0,0
6510-9,4,director,L,5,2,1,0,0,1,0,1
6510-9,4,matcher,L,1,1,0,0,0,0,0,0
6510-9,4,director,F,1,1,0,0,0,0,0,0
6510-9,4,matcher,F,1,1,0,0,0,0,0,0
