gameid, time, roundNum, score, name, draggedTo
4060-2,1438805846110,1,0,A_bird,11
4060-2,1438805847886,1,0,A_bird,1
4060-2,1438805878006,1,1,H_baby,2
4060-2,1438805912183,1,3,J_compact,3
4060-2,1438805940730,1,4,L_egypt,4
4060-2,1438805956906,1,4,K_waiter,11
4060-2,1438805972098,1,4,K_waiter,5
4060-2,1438806050685,1,4,A_bird,6
4060-2,1438806060210,1,5,I_iceskater,6
4060-2,1438806096610,1,5,A_bird,7
4060-2,1438806104795,1,5,D_monk,7
4060-2,1438806143283,1,5,A_bird,7
4060-2,1438806169417,1,4,E_bunny,8
4060-2,1438806183727,1,5,G_seal,8
4060-2,1438806285002,1,6,E_bunny,10
4060-2,1438806293532,1,7,A_bird,10
4060-2,1438806307282,1,6,E_bunny,11
4060-2,1438806318485,1,6,F_sadperson,12
4060-2,1438806343409,2,1,J_compact,1
4060-2,1438806360477,2,1,A_bird,6
4060-2,1438806362075,2,2,I_iceskater,2
4060-2,1438806403144,2,3,L_egypt,3
4060-2,1438806459179,2,3,A_bird,4
4060-2,1438806500179,2,3,K_waiter,4
4060-2,1438806532341,2,3,A_bird,4
4060-2,1438806561236,2,4,G_seal,5
4060-2,1438806605409,2,4,H_baby,9
4060-2,1438806606874,2,5,F_sadperson,6
4060-2,1438806642799,2,7,K_waiter,7
4060-2,1438806718596,2,8,D_monk,9
4060-2,1438806726946,2,10,D_monk,4
4060-2,1438806757678,2,12,C_ghost,11
4060-2,1438806806868,3,1,G_seal,1
4060-2,1438806834436,3,1,D_monk,3
4060-2,1438806845891,3,1,I_iceskater,2
4060-2,1438806860753,3,2,I_iceskater,12
4060-2,1438806868838,3,2,A_bird,2
4060-2,1438806880248,3,3,C_ghost,3
4060-2,1438806896445,3,3,H_baby,4
4060-2,1438806911424,3,3,B_helpbunny,2
4060-2,1438806912648,3,4,A_bird,4
4060-2,1438806939158,3,5,L_egypt,5
4060-2,1438806965530,3,7,K_waiter,6
4060-2,1438807024495,3,8,F_sadperson,7
4060-2,1438807041167,3,10,H_baby,8
4060-2,1438807079958,3,12,B_helpbunny,11
4060-2,1438807106778,4,1,G_seal,1
4060-2,1438807114910,4,2,E_bunny,2
4060-2,1438807127725,4,3,H_baby,3
4060-2,1438807141820,4,4,B_helpbunny,4
4060-2,1438807167912,4,4,K_waiter,5
4060-2,1438807196852,4,6,C_ghost,6
4060-2,1438807211102,4,7,J_compact,7
4060-2,1438807253582,4,8,A_bird,9
4060-2,1438807286369,4,10,D_monk,11
4060-2,1438807307257,5,0,L_egypt,1
4060-2,1438807322582,5,0,K_waiter,2
4060-2,1438807327102,5,1,J_compact,2
4060-2,1438807335502,5,2,C_ghost,3
4060-2,1438807343359,5,3,E_bunny,4
4060-2,1438807360065,5,3,H_baby,10
4060-2,1438807379609,5,3,D_monk,5
4060-2,1438807402232,5,4,F_sadperson,5
4060-2,1438807413069,5,4,K_waiter,6
4060-2,1438807435162,5,4,D_monk,12
4060-2,1438807445492,5,5,A_bird,7
4060-2,1438807448222,5,5,K_waiter,6
4060-2,1438807473266,5,5,I_iceskater,8
4060-2,1438807477252,5,7,B_helpbunny,8
4060-2,1438807501134,5,8,D_monk,10
4060-2,1438807507556,5,10,H_baby,11
4060-2,1438807516102,5,10,G_seal,12
4060-2,1438807572224,6,0,K_waiter,9
4060-2,1438807582184,6,1,L_egypt,1
4060-2,1438807608246,6,2,K_waiter,4
4060-2,1438807628253,6,3,H_baby,2
4060-2,1438807645036,6,4,F_sadperson,3
4060-2,1438807677206,6,6,D_monk,5
4060-2,1438807696553,6,7,J_compact,7
4060-2,1438807702498,6,8,G_seal,8
4060-2,1438807710366,6,9,I_iceskater,9
4060-2,1438807722646,6,10,C_ghost,11
4060-2,1438807729731,6,12,E_bunny,11
