gameid,time,roundNum,score,name,draggedTo
7264-8,1438966959795,1,1,K_waiter,1
7264-8,1438967019446,1,1,B_helpbunny,2
7264-8,1438967034454,1,2,F_sadperson,4
7264-8,1438967049456,1,3,C_ghost,5
7264-8,1438967070379,1,3,A_bird,6
7264-8,1438967078818,1,4,E_bunny,7
7264-8,1438967094929,1,5,J_compact,8
7264-8,1438967112077,1,5,I_iceskater,9
7264-8,1438967120769,1,7,G_seal,3
7264-8,1438967137207,1,8,L_egypt,10
7264-8,1438967148023,1,10,B_helpbunny,11
7264-8,1438967218119,2,1,K_waiter,1
7264-8,1438967221035,2,1,J_compact,2
7264-8,1438967228694,2,2,G_seal,3
7264-8,1438967235848,2,3,L_egypt,4
7264-8,1438967242050,2,4,F_sadperson,5
7264-8,1438967249764,2,4,A_bird,6
7264-8,1438967269949,2,5,J_compact,7
7264-8,1438967298777,2,6,H_baby,2
7264-8,1438967311787,2,7,C_ghost,8
7264-8,1438967316181,2,9,E_bunny,9
7264-8,1438967324633,2,10,B_helpbunny,10
7264-8,1438967429472,3,0,A_bird,1
7264-8,1438967441272,3,1,F_sadperson,2
7264-8,1438967445062,3,2,L_egypt,3
7264-8,1438967450787,3,3,K_waiter,4
7264-8,1438967480974,3,4,G_seal,6
7264-8,1438967494894,3,5,E_bunny,7
7264-8,1438967507563,3,5,I_iceskater,8
7264-8,1438967512006,3,6,D_monk,9
7264-8,1438967515845,3,7,C_ghost,10
7264-8,1438967539314,3,8,J_compact,12
7264-8,1438967623999,4,1,F_sadperson,1
7264-8,1438967631537,4,2,B_helpbunny,2
7264-8,1438967641839,4,3,J_compact,3
7264-8,1438967647316,4,4,K_waiter,4
7264-8,1438967682469,4,5,A_bird,5
7264-8,1438967775027,4,6,L_egypt,7
7264-8,1438967782946,4,7,D_monk,8
7264-8,1438967791268,4,8,G_seal,9
7264-8,1438967798966,4,9,E_bunny,10
7264-8,1438967807955,4,10,H_baby,11
7264-8,1438967812750,4,12,C_ghost,12
7264-8,1438967866384,5,1,L_egypt,1
7264-8,1438967872191,5,2,F_sadperson,2
7264-8,1438967876707,5,3,D_monk,3
7264-8,1438967882286,5,4,I_iceskater,4
7264-8,1438967888439,5,5,K_waiter,5
7264-8,1438967892456,5,6,J_compact,6
7264-8,1438967907842,5,7,H_baby,7
7264-8,1438967915003,5,8,G_seal,8
7264-8,1438967922780,5,9,E_bunny,9
7264-8,1438967927243,5,10,C_ghost,10
7264-8,1438967930457,5,12,A_bird,11
7264-8,1438967972653,6,1,L_egypt,1
7264-8,1438967978820,6,2,E_bunny,2
7264-8,1438967981987,6,3,A_bird,3
7264-8,1438967987359,6,4,B_helpbunny,4
7264-8,1438967993955,6,5,I_iceskater,5
7264-8,1438967999563,6,6,K_waiter,6
7264-8,1438968004786,6,8,D_monk,7
7264-8,1438968007161,6,9,F_sadperson,8
7264-8,1438968011455,6,10,H_baby,9
7264-8,1438968013830,6,12,C_ghost,10
