gameid,time,roundNum,sender,contents
9409-4,1438966099042,4,matcher,"!"
9409-4,1438966104716,4,director,"Okay."
9409-4,1438966113209,4,director,"2. Bellbottoms/interpretive dance"
9409-4,1438966113354,4,matcher,"go, will keep quiet"
9409-4,1438966115985,4,director,"3. Ghost"
9409-4,1438966121019,4,director,"4. Leaning on wall person"
9409-4,1438966126826,4,director,"5. Bunny rabbit"
9409-4,1438966132034,4,director,"6. "Priest""
9409-4,1438966135170,4,director,"7. Wings"
9409-4,1438966142321,4,director,"8. Sitting down, legs to the left"
9409-4,1438966147768,4,director,"10. Ballerina"
9409-4,1438966153091,4,director,"12. Gravestone"
9409-4,1438966160771,4,director,"1. Praying, pointy legs up"
9409-4,1438966175777,4,director,"11. Praying without pointy legs"
9409-4,1438966197562,4,director,"9. Can you name this one? Arms/legs left and head to the right?"
9409-4,1438966205120,4,director,"Give it a name, IDC what."
9409-4,1438966210517,4,matcher,"awkward dancer"
9409-4,1438966215008,4,director,"ROFL Perfect."
9409-4,1438966222396,4,matcher,"ready to submit?"
9409-4,1438966223553,4,director,"I think that's all of them? Need me to repeat any?"
9409-4,1438966224744,4,director,"Yep."
9409-4,1438966230562,5,matcher,"piece of cake"
9409-4,1438966237377,5,director,"Wish there was a bonus for speed. LOL"
9409-4,1438966240231,5,matcher,"ha!"
9409-4,1438966243433,5,director,"1. Awkward dancer"
9409-4,1438966246809,5,director,"2. Bellbottoms"
9409-4,1438966256442,5,director,"3. Pointy legs up prayer"
9409-4,1438966259561,5,director,"4. Gravestone"
9409-4,1438966265939,5,director,"5. Prayer - square legs"
9409-4,1438966272178,5,director,"6. Sitting, legs left"
9409-4,1438966275705,5,director,"7. Priest"
9409-4,1438966280080,5,director,"8. Bunny rabbit"
9409-4,1438966286300,5,director,"9. Leaning on invisible wall"
9409-4,1438966289143,5,director,"10. Ballerina"
9409-4,1438966293303,5,director,"11. Ghooooooost"
9409-4,1438966296304,5,director,"12. Wings"
9409-4,1438966296587,5,matcher,"ha"
9409-4,1438966300428,5,matcher,"got them! ready?"
9409-4,1438966303873,5,director,"Yep!"
9409-4,1438966313546,6,director,"1. Pointy legs prayer"
9409-4,1438966315183,6,matcher,"Last round. Pleasure working with someone of your calibar"
9409-4,1438966318624,6,matcher,"if I could spell"
9409-4,1438966318710,6,director,"2. Awkward dancer"
9409-4,1438966330895,6,director,"Ditto, thanks for helping me invent memorable names. ;-)"
9409-4,1438966335400,6,director,"3. Priest"
9409-4,1438966338967,6,director,"4. Leaning on wall"
9409-4,1438966343031,6,director,"5. Ballerina"
9409-4,1438966348464,6,director,"6. Sitting, legs facing left"
9409-4,1438966353662,6,director,"7. GhOoooOOst"
9409-4,1438966358528,6,director,"8. Bellbottoms"
9409-4,1438966360141,6,matcher,"killing me!"
9409-4,1438966364249,6,director,"9. Gravestone"
9409-4,1438966369479,6,director,"10. Bunny rabbit!"
9409-4,1438966379255,6,director,"11. Rectangular legs, prayer"
9409-4,1438966381845,6,director,"12. Wings"
9409-4,1438966395981,6,matcher,"got it. Take care~~~ Ready to submit?"
9409-4,1438966401988,6,director,"Yep! Have a great day! :D"
9409-4,1438966407107,6,director,"Thanks for being good at this task!"
9409-4,1438966414677,6,matcher,"You too! Submitting."
