gameid,time,roundNum,sender,contents
0770-e,1438963820374,3,matcher,"ok, that leaves 3 and 5"
0770-e,1438963823281,3,director,"i'll name it baby if you got that one"
0770-e,1438963833044,3,director,"describe 3"
0770-e,1438963868408,3,matcher,"3 looks like 5 but missing a piece on the 'back'"
0770-e,1438963891738,3,director,"5 to me looks like a ghost?"
0770-e,1438963959826,3,matcher,"think were close, submit?"
0770-e,1438963976250,3,director,"yes. I think we can get them quick now~~~"
0770-e,1438963991175,4,matcher,"lol, still getting half"
0770-e,1438963996426,4,director,"lol omg"
0770-e,1438964000666,4,director,"ok, here I go"
0770-e,1438964005578,4,director,"1 graduate"
0770-e,1438964043425,4,director,"2 baby this is a diamond shape on top, triangle to the side"
0770-e,1438964058819,4,director,"beanbag 4"
0770-e,1438964062506,4,director,"bear 5"
0770-e,1438964068087,4,director,"angel 6"
0770-e,1438964103845,4,director,"ghost 7 this is a diamond shape on top what looks like a gown and no arms"
0770-e,1438964105900,4,matcher,"I wonder if your ghost and my angel are the same"
0770-e,1438964115207,4,director,"lol, i'm wondering the same"
0770-e,1438964126987,4,director,"ok, the angel you described it perfect, like it's flying?"
0770-e,1438964142064,4,matcher,"ya, both 'hands' up in the air"
0770-e,1438964153188,4,director,"yes, that's what I thought was the angel"
0770-e,1438964222501,4,matcher,"7 looks like the graduate sitting/kneeling with no arms"
0770-e,1438964250522,4,director,"yes"
0770-e,1438964274161,4,matcher,"ok.~~~~~~diamond on flat surface?"
0770-e,1438964285562,4,director,"11"
0770-e,1438964299113,4,matcher,"dancer?"
0770-e,1438964306042,4,director,"the pointy boobies one is difficult, "
0770-e,1438964323210,4,matcher,"bent knees on that one"
0770-e,1438964339095,4,director,"does this have a point at the boobies?"
0770-e,1438964356409,4,matcher,"going off to the right"
0770-e,1438964360641,4,director,"8"
0770-e,1438964373191,4,director,"and the other is the same except little boobies on back"
0770-e,1438964399803,4,matcher,"haha, ok, where does mini-boobs go"
0770-e,1438964415824,4,director,"9 is mini, we're gonna do good next time"
0770-e,1438964453178,4,matcher,"i have: graduate, baby, gift on hilltop, beanbag, bear, angel top row"
0770-e,1438964477668,4,director,"right"
0770-e,1438964515116,4,matcher,"bottom row sitting grad, triangle boob, mini boob, peacock, diamond flat, dancer"
0770-e,1438964554730,4,director,"switch 3 and 12"
0770-e,1438964575578,5,director,"yay"
0770-e,1438964577021,5,matcher,"ok, submitting"
0770-e,1438964581994,5,matcher,"nice!"
0770-e,1438964586304,5,director,"ok, ready"
0770-e,1438964597202,5,matcher,"yep"
0770-e,1438964602794,5,director,"peacock 6"
0770-e,1438964610608,5,director,"sitting grad 5"
0770-e,1438964615226,5,director,"graduate 4"
0770-e,1438964621546,5,director,"gift 3"
0770-e,1438964623520,5,director,"baby 2"
0770-e,1438964630362,5,director,"bear 7"
0770-e,1438964636519,5,director,"beanbag 8"
0770-e,1438964639473,5,director,"angel 9"
0770-e,1438964646400,5,director,"mini boobies 10"
0770-e,1438964649063,5,director,"dancer 11"
0770-e,1438964654986,5,director,"snowman 12"
0770-e,1438964663386,5,director,"I forget the last ones name"
0770-e,1438964668304,5,director,"he's number 1"
0770-e,1438964677236,5,matcher,"got it, submitting"
0770-e,1438964686752,6,director,"woohoo!"
0770-e,1438964693952,6,director,"sitting grad 1"
0770-e,1438964695805,6,director,"angel 2"
0770-e,1438964698135,6,director,"baby 3"
0770-e,1438964702253,6,director,"snowman 4"
0770-e,1438964707917,6,director,"beanbag 5"
0770-e,1438964711799,6,director,"graduate 6"
0770-e,1438964715856,6,director,"present 7"
0770-e,1438964721357,6,director,"peacock 8"
0770-e,1438964727815,6,director,"mini boobies 9"
0770-e,1438964731287,6,director,"dancer 10"
0770-e,1438964733895,6,director,"bear 11"
0770-e,1438964744720,6,matcher,"ok, submit"
