gameid,time,roundNum,score,name,draggedTo
2760-0,1438969831119,1,0,A_bird,2
2760-0,1438969832393,1,0,C_ghost,8
2760-0,1438969834165,1,0,H_baby,2
2760-0,1438969835773,1,0,C_ghost,8
2760-0,1438969836831,1,0,C_ghost,7
2760-0,1438969838516,1,0,K_waiter,8
2760-0,1438969908720,1,0,D_monk,1
2760-0,1438969943912,1,0,J_compact,2
2760-0,1438969953042,1,1,F_sadperson,3
2760-0,1438969998288,1,3,E_bunny,4
2760-0,1438970005169,1,4,H_baby,5
2760-0,1438970120277,1,6,L_egypt,7
2760-0,1438970136440,1,6,I_iceskater,8
2760-0,1438970155055,1,7,A_bird,8
2760-0,1438970157249,1,7,C_ghost,9
2760-0,1438970203633,1,8,I_iceskater,11
2760-0,1438970205611,1,10,K_waiter,10
2760-0,1438970258627,2,1,D_monk,1
2760-0,1438970266874,2,0,J_compact,1
2760-0,1438970292342,2,1,B_helpbunny,2
2760-0,1438970304514,2,2,I_iceskater,3
2760-0,1438970320231,2,3,C_ghost,4
2760-0,1438970342367,2,4,H_baby,5
2760-0,1438970348372,2,5,G_seal,12
2760-0,1438970349567,2,4,F_sadperson,11
2760-0,1438970351197,2,5,K_waiter,10
2760-0,1438970352096,2,5,L_egypt,9
2760-0,1438970377182,2,6,F_sadperson,6
2760-0,1438970386593,2,8,A_bird,7
2760-0,1438970421122,2,8,E_bunny,8
2760-0,1438970451507,2,9,G_seal,9
2760-0,1438970496764,2,9,K_waiter,10
2760-0,1438970523358,2,10,L_egypt,11
2760-0,1438970594259,2,12,J_compact,12
2760-0,1438970668587,3,1,E_bunny,1
2760-0,1438970691952,3,1,J_compact,2
2760-0,1438970702769,3,2,C_ghost,3
2760-0,1438970737200,3,4,I_iceskater,4
2760-0,1438970771472,3,5,L_egypt,6
2760-0,1438970773142,3,7,D_monk,2
2760-0,1438970782639,3,8,H_baby,7
2760-0,1438970803318,3,8,K_waiter,8
2760-0,1438970870523,3,10,B_helpbunny,9
2760-0,1438970960317,3,12,G_seal,11
2760-0,1438971004744,4,1,B_helpbunny,1
2760-0,1438971016350,4,2,L_egypt,2
2760-0,1438971030744,4,3,D_monk,3
2760-0,1438971039603,4,4,E_bunny,4
2760-0,1438971062282,4,5,I_iceskater,5
2760-0,1438971077509,4,6,H_baby,6
2760-0,1438971095418,4,7,F_sadperson,7
2760-0,1438971118552,4,8,K_waiter,8
2760-0,1438971127906,4,9,J_compact,10
2760-0,1438971129931,4,10,J_compact,9
2760-0,1438971140632,4,12,C_ghost,10
2760-0,1438971165854,4,12,A_bird,11
2760-0,1438971234054,5,2,I_iceskater,1
2760-0,1438971304047,5,3,F_sadperson,3
2760-0,1438971309207,5,5,L_egypt,4
2760-0,1438971311042,5,7,H_baby,5
2760-0,1438971336205,5,9,D_monk,7
2760-0,1438971366687,5,10,A_bird,8
2760-0,1438971404312,5,12,G_seal,9
2760-0,1438971421726,5,12,J_compact,11
2760-0,1438971570515,6,1,L_egypt,1
2760-0,1438971577842,6,2,F_sadperson,2
2760-0,1438971585932,6,2,K_waiter,3
2760-0,1438971588527,6,3,B_helpbunny,3
2760-0,1438971599087,6,4,A_bird,4
2760-0,1438971606493,6,5,I_iceskater,5
2760-0,1438971610916,6,6,C_ghost,6
2760-0,1438971614442,6,7,E_bunny,7
2760-0,1438971620829,6,8,K_waiter,8
2760-0,1438971625320,6,10,D_monk,9
2760-0,1438971629220,6,12,G_seal,11
