gameid,time,roundNum,score,name,draggedTo
9471-1,1438965142705,1,0,F_sadperson,1
9471-1,1438965185441,1,1,C_ghost,2
9471-1,1438965240867,1,2,J_compact,3
9471-1,1438965305014,1,3,I_iceskater,4
9471-1,1438965368342,1,4,H_baby,5
9471-1,1438965596868,1,6,A_bird,7
9471-1,1438965611754,1,7,D_monk,6
9471-1,1438965693772,1,8,D_monk,12
9471-1,1438965750272,1,7,G_seal,11
9471-1,1438965870274,1,8,L_egypt,6
9471-1,1438965907887,1,9,B_helpbunny,9
9471-1,1438966056429,2,1,C_ghost,8
9471-1,1438966094010,2,1,F_sadperson,1
9471-1,1438966097358,2,2,F_sadperson,6
9471-1,1438966103881,2,2,G_seal,1
9471-1,1438966139364,2,3,D_monk,11
